Suspect ID,Name,Description,Previous Convictions,Interview Date,Age Group,Crime Type,Arrested,Postcode
S1453,Carol Campbell,"female, 6'1"", white t-shirt",17,2025-05-27,18-24,Theft from the person,No,N22 6RW
S1226,Charlotte Torres,"male, 5'6"", red jacket",14,2025-07-04,55+,Theft from the person,Yes,CR8 1ER
S1384,Donna Perez,"male, 5'6"", grey sweater",14,2025-07-02,35-44,Bicycle theft,No,EN2 8XJ
S1415,John White,"female, 6'2"", tracksuit",3,2025-07-27,55+,Bicycle theft,Yes,NW11 6RH
S1478,Emma Torres,"female, 5'6"", denim jacket",17,2025-06-04,25-34,Bicycle theft,No,SW17 9WR
S1082,Donald Brown,"male, 5'4"", denim jacket",23,2025-05-10,35-44,Bicycle theft,Yes,NW1 0RD
S1372,Linda White,"male, 5'8"", denim jacket",14,2025-07-25,55+,Bicycle theft,No,TW8 0FF
S1220,Sarah Baker,"male, 5'8"", baseball cap",15,2025-05-04,18-24,Theft from the person,Yes,W2 4WR
S0804,Richard Garcia,"male, 5'7"", blue jeans",9,2025-06-25,18-24,Bicycle theft,No,SW6 6RS
S1266,Charles Wilson,"male, 5'8"", leather jacket",5,2025-06-16,25-34,Theft from the person,Yes,E16 2XR
S0114,Mark Sanchez,"female, 5'11"", grey sweater",14,2025-06-09,25-34,Bicycle theft,No,IG1 1BU
S1064,Anthony Wright,"male, 6'2"", red jacket",28,2025-05-01,18-24,Bicycle theft,No,TW5 9EL
S0232,Thomas Anderson,"male, 5'6"", white t-shirt",11,2025-05-06,45-54,Bicycle theft,No,SE16 3LS
S0285,Charlotte Young,"female, 5'9"", leather jacket",13,2025-07-10,25-34,Bicycle theft,Yes,N4 2LG
S1482,Jessica Martin,"male, 5'5"", dark coat",25,2025-05-18,45-54,Bicycle theft,Yes,W1R 2EQ
S1389,Evelyn Campbell,"female, 6'1"", grey sweater",19,2025-06-06,25-34,Bicycle theft,Yes,UB6 9JT
S1423,Donald Thompson,"male, 5'9"", denim jacket",12,2025-05-13,55+,Theft from the person,Yes,W1X 7RX
S1280,Sharon Taylor,"female, 5'11"", blue jeans",14,2025-07-15,35-44,Theft from the person,Yes,CR4 6JF
S1390,Patricia Robinson,"female, 6'1"", grey sweater",16,2025-05-12,45-54,Theft from the person,No,E1 4XU
S1495,Patricia Walker,"male, 5'6"", black hoodie",26,2025-07-13,25-34,Theft from the person,No,SW16 4YW
S0974,Daniel King,"female, 5'11"", denim jacket",13,2025-05-24,25-34,Theft from the person,Yes,SW16 2FW
S0445,Richard Jones,"female, 5'11"", denim jacket",10,2025-07-12,35-44,Bicycle theft,Yes,N10 3ZU
S1303,James Hernandez,"female, 5'4"", blue jeans",19,2025-07-03,35-44,Theft from the person,Yes,EC3A 8LY
S0023,Michelle Rivera,"male, 5'6"", red jacket",3,2025-05-23,55+,Theft from the person,No,SW6 6LG
S1282,Sandra Garcia,"male, 5'5"", black hoodie",9,2025-05-23,45-54,Theft from the person,Yes,SW1P 4PX
S1371,Sophia Sanchez,"male, 5'5"", denim jacket",13,2025-06-08,55+,Theft from the person,No,SW19 7ZQ
S1435,Sandra Taylor,"female, 5'11"", white t-shirt",40,2025-06-04,45-54,Bicycle theft,No,EC2R 8HU
S0780,Lisa Gonzalez,"male, 5'5"", grey sweater",16,2025-06-07,18-24,Theft from the person,Yes,E4 6LT
S1004,Mary Rivera,"female, 5'6"", tracksuit",4,2025-06-30,18-24,Bicycle theft,Yes,N1 1JR
S1131,Betty Young,"female, 5'6"", denim jacket",14,2025-07-05,25-34,Bicycle theft,No,NW3 2QN
S1376,Olivia Hill,"female, 5'6"", leather jacket",7,2025-06-06,35-44,Bicycle theft,Yes,SW6 9BE
S0869,Joshua Hill,"male, 5'5"", tracksuit",10,2025-06-29,25-34,Theft from the person,No,TW10 6AP
S0819,Patricia Johnson,"male, 5'4"", black hoodie",1,2025-07-03,25-34,Bicycle theft,No,W14 9BT
S1444,Richard Thomas,"male, 5'11"", dark coat",23,2025-06-24,25-34,Bicycle theft,No,SW5 9WJ
S0391,Michael Perez,"male, 5'9"", dark coat",8,2025-05-07,35-44,Bicycle theft,No,N16 9AU
S0829,Sharon Brown,"male, 6'2"", grey sweater",10,2025-07-18,45-54,Theft from the person,No,IG1 4HU
S0633,Thomas Williams,"male, 5'5"", denim jacket",14,2025-07-12,55+,Theft from the person,No,DA6 7JJ
S1232,Michael Campbell,"male, 6'0"", grey sweater",11,2025-05-18,35-44,Theft from the person,No,UB6 8JZ
S1457,Richard Rodriguez,"male, 5'6"", grey sweater",2,2025-07-03,45-54,Theft from the person,Yes,EC1Y 0HA
S1389,Evelyn Campbell,"female, 6'1"", grey sweater",17,2025-05-29,55+,Theft from the person,Yes,DA8 3NL
S0209,Sarah Lewis,"female, 5'7"", white t-shirt",13,2025-07-23,25-34,Theft from the person,No,W1T 4DB
S1193,Helen Taylor,"male, 5'11"", dark coat",24,2025-06-06,25-34,Theft from the person,No,HA2 0LW
S0732,Ruth Rodriguez,"female, 5'11"", tracksuit",10,2025-07-31,18-24,Bicycle theft,No,N7 8YW
S1189,Lisa Rivera,"female, 6'0"", red jacket",15,2025-07-19,45-54,Theft from the person,No,TW6 3NR
S1290,Emma Martin,"female, 5'6"", tracksuit",6,2025-07-27,18-24,Bicycle theft,Yes,BR5 4EA
S1351,James Brown,"male, 6'0"", white t-shirt",15,2025-05-30,45-54,Bicycle theft,No,NW6 5JB
S1040,Michael Perez,"male, 6'2"", denim jacket",14,2025-05-29,55+,Bicycle theft,No,HA7 3TQ
S1081,Charles Baker,"male, 5'7"", grey sweater",12,2025-05-12,55+,Theft from the person,Yes,N20 9PR
S0950,David Nelson,"male, 5'6"", white t-shirt",24,2025-07-06,18-24,Theft from the person,Yes,NW8 9HD
S1449,William Lee,"female, 5'11"", black hoodie",26,2025-07-21,35-44,Bicycle theft,No,UB7 7ZN
S0681,Charles Adams,"male, 5'11"", denim jacket",7,2025-07-16,45-54,Theft from the person,Yes,TW2 7AS
S1013,Jessica Lewis,"female, 5'8"", baseball cap",4,2025-07-10,18-24,Bicycle theft,Yes,WC1A 1AZ
S0457,Sarah Harris,"male, 5'8"", red jacket",11,2025-05-11,25-34,Theft from the person,No,SE4 1JZ
S1099,Sharon Taylor,"female, 5'4"", white t-shirt",6,2025-05-09,45-54,Theft from the person,Yes,IG1 9AY
S0810,Sophia Rodriguez,"male, 5'7"", tracksuit",6,2025-05-22,55+,Theft from the person,Yes,N8 7RD
S1238,Sarah Jones,"female, 5'4"", black hoodie",15,2025-05-10,25-34,Theft from the person,No,SE26 4PE
S0879,Evelyn Johnson,"male, 5'7"", black hoodie",6,2025-06-30,55+,Bicycle theft,Yes,NW3 4YH
S0176,Susan Thompson,"male, 5'11"", grey sweater",6,2025-06-22,45-54,Bicycle theft,No,UB6 8UQ
S1085,Linda Jackson,"female, 5'6"", white t-shirt",18,2025-05-22,35-44,Bicycle theft,Yes,RM9 5PB
S1397,Linda Torres,"female, 5'10"", grey sweater",20,2025-05-12,35-44,Theft from the person,No,W5 3NW
S1342,Mia Smith,"female, 6'1"", blue jeans",17,2025-05-12,35-44,Bicycle theft,No,W1U 6QU
S0072,Steven Clark,"male, 5'6"", baseball cap",7,2025-05-27,45-54,Theft from the person,No,E17 9WB
S1149,Anthony Davis,"male, 5'9"", denim jacket",7,2025-05-08,35-44,Bicycle theft,Yes,TW10 5AN
S1498,Carol Brown,"male, 5'6"", dark coat",14,2025-06-23,18-24,Theft from the person,No,W2 7PH
S1028,William Robinson,"male, 5'7"", leather jacket",6,2025-07-16,45-54,Bicycle theft,No,SE6 2DQ
S1290,Emma Martin,"female, 5'6"", tracksuit",14,2025-05-21,45-54,Theft from the person,Yes,WC2R 0HT
S1309,James Sanchez,"female, 6'2"", denim jacket",9,2025-07-09,35-44,Bicycle theft,Yes,SE1 1LS
S1211,Betty Jones,"female, 5'9"", red jacket",8,2025-05-08,18-24,Bicycle theft,No,CR2 0RF
S1064,Anthony Wright,"male, 6'2"", red jacket",16,2025-07-16,18-24,Theft from the person,No,HA3 0DA
S1263,Thomas White,"female, 5'4"", denim jacket",3,2025-07-30,18-24,Theft from the person,Yes,CR2 6YJ
S1434,Charlotte Garcia,"female, 6'2"", baseball cap",12,2025-05-10,45-54,Bicycle theft,No,N1 1WX
S0639,Charlotte Robinson,"female, 5'7"", leather jacket",14,2025-06-29,45-54,Bicycle theft,No,WC2N 4DT
S1117,Ruth Torres,"male, 6'1"", leather jacket",0,2025-07-09,35-44,Theft from the person,No,N16 5RE
S1157,Barbara Jones,"female, 5'11"", blue jeans",7,2025-05-12,35-44,Theft from the person,Yes,EC2V 6JX
S0309,James Flores,"male, 5'9"", denim jacket",5,2025-05-07,55+,Theft from the person,Yes,SE5 7XQ
S1126,Jennifer King,"male, 6'1"", leather jacket",11,2025-06-29,45-54,Theft from the person,No,IG1 1GF
S1428,Mark Ramirez,"female, 5'5"", tracksuit",39,2025-05-13,25-34,Bicycle theft,No,EC4M 9DQ
S0746,Richard Walker,"male, 5'11"", dark coat",12,2025-05-01,45-54,Theft from the person,No,HA8 7XS
S1207,Patricia Rivera,"male, 5'4"", baseball cap",20,2025-06-11,55+,Theft from the person,No,TW1 4TN
S0600,Ruth Hill,"female, 5'11"", white t-shirt",7,2025-05-13,18-24,Bicycle theft,No,EN2 9DW
S0092,Daniel Mitchell,"female, 6'2"", blue jeans",15,2025-05-20,25-34,Theft from the person,No,SW11 2ET
S1051,Mia Torres,"male, 5'4"", red jacket",8,2025-06-10,25-34,Theft from the person,No,E1 4WF
S1205,Lisa Thompson,"male, 6'2"", tracksuit",5,2025-05-03,25-34,Bicycle theft,Yes,EC4V 2AT
S1146,Michelle Williams,"female, 5'6"", grey sweater",16,2025-06-10,55+,Theft from the person,No,E3 2EX
S0099,Mark Anderson,"male, 5'9"", white t-shirt",4,2025-05-22,55+,Bicycle theft,Yes,NW11 6QB
S1493,Joseph Walker,"male, 5'11"", dark coat",13,2025-06-27,45-54,Bicycle theft,Yes,WC2E 7NJ
S0796,John Mitchell,"male, 6'2"", denim jacket",11,2025-06-17,45-54,Theft from the person,Yes,SE16 5NJ
S0067,Evelyn Thomas,"female, 5'9"", dark coat",3,2025-05-11,18-24,Theft from the person,No,IG2 6UJ
S0937,Richard Ramirez,"female, 5'8"", black hoodie",7,2025-06-11,25-34,Theft from the person,Yes,UB1 2RJ
S0037,Carol Lee,"female, 5'7"", white t-shirt",8,2025-05-04,55+,Theft from the person,Yes,W1K 4HF
S0063,Karen Rivera,"male, 5'5"", baseball cap",8,2025-06-27,45-54,Theft from the person,Yes,SW1V 3DP
S1475,Susan Thomas,"female, 5'9"", white t-shirt",29,2025-07-24,35-44,Bicycle theft,No,WC1H 9HT
S0515,Linda Robinson,"female, 5'8"", red jacket",15,2025-06-30,45-54,Bicycle theft,No,UB6 9NB
S1480,Mia Smith,"male, 5'9"", dark coat",20,2025-07-18,18-24,Bicycle theft,No,NW1 9GG
S0284,Michelle Young,"male, 5'10"", white t-shirt",8,2025-06-08,35-44,Theft from the person,No,SE3 9AW
S0396,Charles Scott,"female, 5'8"", white t-shirt",8,2025-07-19,55+,Bicycle theft,No,EC2M 2XL
S1164,Mary Perez,"female, 5'9"", black hoodie",5,2025-06-09,18-24,Theft from the person,Yes,BR7 5AW
S1154,Harper Martin,"female, 5'6"", grey sweater",4,2025-05-15,45-54,Theft from the person,No,NW6 9YE
S0139,Charlotte Lewis,"female, 5'6"", red jacket",15,2025-07-22,18-24,Theft from the person,Yes,BR4 0LD
S1387,William Garcia,"female, 6'2"", tracksuit",27,2025-06-30,55+,Bicycle theft,No,SE26 5RT
S1161,Mary Flores,"male, 5'10"", baseball cap",13,2025-06-13,55+,Bicycle theft,Yes,NW1 4EJ
S1415,John White,"female, 6'2"", tracksuit",13,2025-05-24,55+,Bicycle theft,No,IG1 2EX
S0792,Robert Walker,"female, 6'0"", red jacket",2,2025-07-20,18-24,Theft from the person,Yes,UB6 7SB
S1028,William Robinson,"male, 5'7"", leather jacket",7,2025-05-19,18-24,Theft from the person,No,BR1 3GN
S0579,Steven Hill,"female, 6'2"", white t-shirt",6,2025-06-03,25-34,Bicycle theft,No,N10 1NH
S1323,Mary Smith,"male, 5'6"", dark coat",0,2025-05-14,35-44,Bicycle theft,Yes,W14 0XN
S0598,Donald Robinson,"male, 5'6"", white t-shirt",9,2025-07-17,35-44,Theft from the person,Yes,BR5 2RN
S1139,Sharon Clark,"female, 6'1"", baseball cap",25,2025-05-15,35-44,Theft from the person,No,CR5 3XP
S0248,Isabella Anderson,"male, 5'7"", dark coat",5,2025-06-17,45-54,Theft from the person,Yes,RM13 8LY
S0055,Joshua Hill,"male, 6'1"", red jacket",10,2025-05-04,45-54,Bicycle theft,Yes,W1A 2JB
S0782,Ava Hill,"female, 5'5"", baseball cap",16,2025-06-06,45-54,Bicycle theft,No,IG2 7PP
S1376,Olivia Hill,"female, 5'6"", leather jacket",6,2025-06-21,18-24,Theft from the person,Yes,HA2 0EX
S0534,Elizabeth Carter,"male, 5'10"", denim jacket",20,2025-07-13,55+,Bicycle theft,No,NW3 1LP
S1394,Daniel Perez,"female, 5'9"", black hoodie",10,2025-05-04,18-24,Bicycle theft,Yes,UB3 1QT
S0501,Paul Clark,"male, 5'8"", black hoodie",3,2025-06-17,55+,Bicycle theft,Yes,NW2 4PS
S0276,Carol King,"male, 5'10"", baseball cap",0,2025-06-07,35-44,Bicycle theft,No,RM3 9HR
S1346,Charles Rivera,"male, 5'10"", tracksuit",13,2025-06-02,45-54,Theft from the person,Yes,DA14 5BD
S1173,Elizabeth Harris,"female, 6'0"", denim jacket",27,2025-06-11,55+,Bicycle theft,No,E16 3LQ
S1339,David Thompson,"male, 5'7"", tracksuit",0,2025-06-20,25-34,Theft from the person,Yes,CR7 6BU
S1274,Mark Lewis,"male, 6'1"", red jacket",14,2025-07-10,18-24,Bicycle theft,No,CR9 2DA
S0390,Isabella Miller,"male, 5'5"", black hoodie",1,2025-05-03,18-24,Theft from the person,Yes,SE1 3BD
S0050,Harper Johnson,"female, 6'1"", leather jacket",19,2025-07-17,45-54,Bicycle theft,No,NW4 9LQ
S1380,Paul Baker,"male, 5'5"", tracksuit",8,2025-06-14,35-44,Theft from the person,Yes,SE10 1EQ
S1170,Richard Allen,"female, 5'9"", dark coat",4,2025-05-16,55+,Bicycle theft,No,SE6 9HB
S1258,Daniel Hernandez,"male, 6'1"", leather jacket",10,2025-07-28,18-24,Bicycle theft,Yes,IG8 8RB
S0657,Mia Walker,"male, 5'7"", leather jacket",5,2025-06-08,55+,Theft from the person,Yes,N7 9SU
S1055,Lisa Garcia,"male, 6'2"", denim jacket",16,2025-06-26,35-44,Theft from the person,No,SW15 2PX
S0256,Christopher Walker,"male, 5'7"", baseball cap",7,2025-05-31,55+,Bicycle theft,Yes,N4 2ES
S0641,Linda Brown,"female, 5'11"", baseball cap",15,2025-07-29,35-44,Theft from the person,No,EC1R 4PD
S1467,Christopher Williams,"male, 5'5"", denim jacket",2,2025-06-03,55+,Theft from the person,No,SE1 4RP
S1482,Jessica Martin,"male, 5'5"", dark coat",10,2025-05-01,45-54,Theft from the person,No,N16 9AD
S1453,Carol Campbell,"female, 6'1"", white t-shirt",15,2025-06-14,35-44,Bicycle theft,No,E10 7RQ
S1226,Charlotte Torres,"male, 5'6"", red jacket",3,2025-06-08,25-34,Theft from the person,Yes,NW2 9UB
S0784,Jennifer Walker,"male, 6'0"", dark coat",22,2025-07-20,35-44,Bicycle theft,Yes,W6 8EY
S1453,Carol Campbell,"female, 6'1"", white t-shirt",11,2025-05-08,45-54,Theft from the person,No,TW12 3YB
S1192,William Martinez,"male, 5'6"", black hoodie",7,2025-07-15,45-54,Bicycle theft,No,TW7 4TQ
S1317,Olivia Johnson,"female, 6'1"", baseball cap",3,2025-07-31,45-54,Theft from the person,Yes,RM14 2BW
S1055,Lisa Garcia,"male, 6'2"", denim jacket",15,2025-07-03,55+,Bicycle theft,No,SM6 7JJ
S1000,Susan Brown,"female, 6'1"", tracksuit",14,2025-05-02,18-24,Bicycle theft,No,W1K 5LG
S1149,Anthony Davis,"male, 5'9"", denim jacket",10,2025-05-19,45-54,Theft from the person,Yes,SE6 9JS
S1141,Paul Lewis,"female, 5'6"", blue jeans",23,2025-07-17,25-34,Bicycle theft,No,SE5 8GD
S0970,Linda Brown,"female, 5'4"", dark coat",13,2025-05-21,25-34,Bicycle theft,Yes,HA1 1UT
S1019,Helen Thomas,"female, 5'8"", leather jacket",7,2025-06-04,35-44,Theft from the person,No,W1K 3PE
S1001,Harper Lewis,"female, 5'8"", grey sweater",8,2025-07-26,55+,Bicycle theft,No,BR5 1UB
S1424,Ava Baker,"male, 5'7"", red jacket",6,2025-07-09,35-44,Theft from the person,No,UB1 3PY
S1450,Mary Taylor,"male, 5'6"", blue jeans",13,2025-06-17,35-44,Bicycle theft,Yes,EC2V 7PT
S0298,Jessica White,"female, 5'7"", dark coat",13,2025-06-27,18-24,Bicycle theft,No,SE7 7SJ
S1073,Christopher Moore,"male, 5'10"", dark coat",14,2025-05-25,55+,Bicycle theft,Yes,N3 3UD
S0360,Jennifer Robinson,"male, 6'2"", black hoodie",17,2025-06-25,35-44,Bicycle theft,Yes,BR3 2TN
S1073,Christopher Moore,"male, 5'10"", dark coat",19,2025-06-06,25-34,Bicycle theft,Yes,SW6 4UX
S1217,Sandra Mitchell,"female, 6'1"", denim jacket",13,2025-05-22,35-44,Theft from the person,No,HA5 9EP
S0327,Karen Nelson,"female, 5'11"", blue jeans",2,2025-06-23,18-24,Bicycle theft,No,SE1P 4NG
S0214,Karen Johnson,"male, 5'10"", baseball cap",13,2025-07-12,45-54,Theft from the person,Yes,W1F 7LA
S0819,Patricia Johnson,"male, 5'4"", black hoodie",0,2025-05-23,18-24,Theft from the person,Yes,UB5 6SU
S0238,Emma Williams,"male, 5'6"", baseball cap",13,2025-05-01,18-24,Theft from the person,No,CR8 3AX
S1236,Robert Smith,"male, 5'4"", leather jacket",33,2025-05-13,25-34,Theft from the person,Yes,SW11 4AS
S0339,Isabella Ramirez,"male, 6'0"", dark coat",6,2025-06-12,35-44,Bicycle theft,No,EC3R 6XT
S1497,Joshua Harris,"male, 5'6"", denim jacket",31,2025-06-25,18-24,Theft from the person,No,E15 1WY
S1304,Joseph Perez,"male, 5'6"", dark coat",8,2025-05-30,18-24,Bicycle theft,No,UB1 9AZ
S1493,Joseph Walker,"male, 5'11"", dark coat",39,2025-07-21,35-44,Bicycle theft,No,TW6 2AX
S1424,Ava Baker,"male, 5'7"", red jacket",5,2025-06-16,18-24,Theft from the person,Yes,EC2A 2DF
S0653,Paul Sanchez,"male, 5'4"", black hoodie",10,2025-07-18,25-34,Bicycle theft,Yes,E6 5SL
S1081,Charles Baker,"male, 5'7"", grey sweater",2,2025-06-28,18-24,Bicycle theft,Yes,NW4 1WB
S1104,Paul Sanchez,"female, 5'10"", blue jeans",26,2025-06-16,18-24,Theft from the person,Yes,E1 8UY
S0463,Sophia Smith,"female, 5'8"", white t-shirt",9,2025-07-19,25-34,Theft from the person,Yes,W4 1AL
S1434,Charlotte Garcia,"female, 6'2"", baseball cap",26,2025-05-08,25-34,Theft from the person,No,N14 5HS
S1235,Mary Martin,"female, 6'1"", dark coat",3,2025-07-28,18-24,Bicycle theft,Yes,E8 2JB
S1019,Helen Thomas,"female, 5'8"", leather jacket",5,2025-05-31,55+,Bicycle theft,Yes,TW14 8LX
S1446,Christopher Smith,"male, 5'7"", baseball cap",8,2025-06-23,25-34,Theft from the person,No,E11 1UA
S0302,Karen Moore,"male, 5'11"", denim jacket",15,2025-06-20,35-44,Theft from the person,Yes,SE20 8NT
S1133,Ava Green,"male, 5'8"", black hoodie",15,2025-06-19,25-34,Bicycle theft,No,DA17 9AJ
S0172,Olivia Hill,"female, 5'8"", white t-shirt",8,2025-07-21,35-44,Bicycle theft,Yes,BR6 7JA
S1040,Michael Perez,"male, 6'2"", denim jacket",14,2025-06-25,55+,Theft from the person,No,UB8 1PY
S1451,David Ramirez,"female, 5'5"", blue jeans",11,2025-06-12,18-24,Bicycle theft,Yes,NW10 9LJ
S1335,Joshua Hernandez,"female, 5'4"", white t-shirt",19,2025-06-04,25-34,Bicycle theft,No,TW9 3QW
S0888,Susan Williams,"male, 5'7"", dark coat",3,2025-07-03,45-54,Theft from the person,Yes,E7 8AW
S0991,Mary Gonzalez,"male, 5'7"", red jacket",16,2025-05-09,25-34,Theft from the person,Yes,SW1V 4FD
S0606,Sharon Hall,"female, 5'6"", baseball cap",7,2025-05-18,18-24,Bicycle theft,Yes,W13 8RQ
S0889,Michael Miller,"female, 5'11"", black hoodie",3,2025-05-18,18-24,Theft from the person,No,NW3 6ZR
S1399,Thomas Thomas,"female, 6'1"", blue jeans",9,2025-06-24,55+,Bicycle theft,No,TW12 3AD
S1120,Sandra Hernandez,"male, 5'5"", baseball cap",2,2025-07-04,45-54,Theft from the person,No,SM6 9ZN
S0380,Mia King,"male, 5'7"", white t-shirt",7,2025-07-31,45-54,Theft from the person,Yes,W1D 7LN
S0050,Harper Johnson,"female, 6'1"", leather jacket",15,2025-05-25,18-24,Theft from the person,No,NW10 6EY
S0198,Amelia Martinez,"female, 5'5"", red jacket",12,2025-05-14,25-34,Bicycle theft,No,SE5 8WQ
S1053,Joshua Gonzalez,"female, 5'8"", tracksuit",11,2025-07-26,45-54,Theft from the person,Yes,IG1 8UA
S0513,Linda Nelson,"female, 6'0"", tracksuit",7,2025-05-26,45-54,Bicycle theft,Yes,HA9 9BZ
S1263,Thomas White,"female, 5'4"", denim jacket",0,2025-06-17,25-34,Bicycle theft,No,N22 8WU
S1396,Daniel Carter,"female, 6'1"", red jacket",10,2025-07-23,18-24,Theft from the person,Yes,NW7 1JX
S1412,Barbara Baker,"female, 5'10"", white t-shirt",7,2025-07-08,55+,Theft from the person,No,TW12 3WW
S1453,Carol Campbell,"female, 6'1"", white t-shirt",21,2025-05-04,25-34,Theft from the person,Yes,HA2 0FW
S0164,Emma Lewis,"male, 5'6"", leather jacket",9,2025-06-30,45-54,Theft from the person,No,N16 7JR
S1060,Barbara Miller,"male, 5'6"", black hoodie",17,2025-07-09,55+,Bicycle theft,No,SM6 0BB
S0735,Michael Martin,"male, 5'8"", baseball cap",4,2025-05-19,45-54,Bicycle theft,Yes,SW2 2PJ
S0278,Andrew Clark,"male, 5'11"", grey sweater",11,2025-06-19,45-54,Theft from the person,No,NW5 1BX
S0705,Sarah Taylor,"female, 6'2"", black hoodie",10,2025-07-02,18-24,Bicycle theft,Yes,E17 5LZ
S1302,Daniel Lewis,"female, 6'1"", dark coat",1,2025-05-04,45-54,Theft from the person,Yes,SE9 3QW
S1050,Joseph Robinson,"male, 5'9"", red jacket",6,2025-07-15,35-44,Bicycle theft,No,W1W 7FE
S1120,Sandra Hernandez,"male, 5'5"", baseball cap",23,2025-05-16,18-24,Bicycle theft,No,RM8 2GS
S1321,Joshua Nguyen,"female, 5'7"", black hoodie",7,2025-05-19,45-54,Theft from the person,Yes,BR7 5FA
S0501,Paul Clark,"male, 5'8"", black hoodie",5,2025-06-26,18-24,Theft from the person,Yes,TW13 7EN
S1434,Charlotte Garcia,"female, 6'2"", baseball cap",16,2025-06-08,45-54,Bicycle theft,Yes,CR0 8YJ
S1064,Anthony Wright,"male, 6'2"", red jacket",22,2025-06-18,35-44,Theft from the person,No,SE16 3UJ
S1498,Carol Brown,"male, 5'6"", dark coat",22,2025-05-23,25-34,Bicycle theft,No,SW1P 4SB
S0636,Anthony Ramirez,"male, 5'11"", denim jacket",7,2025-06-18,18-24,Bicycle theft,Yes,N15 9DR
S0551,Susan Walker,"male, 5'8"", baseball cap",16,2025-06-23,25-34,Theft from the person,Yes,SM4 4SZ
S0531,Elizabeth White,"male, 5'8"", baseball cap",20,2025-06-28,55+,Bicycle theft,Yes,HA7 4RZ
S0583,Donald Sanchez,"female, 5'8"", denim jacket",14,2025-06-19,45-54,Bicycle theft,No,SW11 2YX
S1376,Olivia Hill,"female, 5'6"", leather jacket",6,2025-05-08,18-24,Bicycle theft,Yes,DA16 3HY
S0447,James Martin,"male, 5'9"", grey sweater",13,2025-07-11,55+,Theft from the person,No,W7 3HY
S1467,Christopher Williams,"male, 5'5"", denim jacket",6,2025-05-04,35-44,Theft from the person,No,CR5 2LB
S1368,Carol Garcia,"male, 5'5"", baseball cap",17,2025-06-08,18-24,Bicycle theft,Yes,RM7 1XH
S1071,Charlotte Nelson,"female, 5'6"", denim jacket",29,2025-07-28,25-34,Bicycle theft,No,SE26 5LD
S1164,Mary Perez,"female, 5'9"", black hoodie",5,2025-06-15,35-44,Bicycle theft,No,NW10 0NL
S0664,Richard Martinez,"male, 5'7"", white t-shirt",15,2025-07-25,45-54,Theft from the person,Yes,SE25 5PX
S0263,Paul Williams,"female, 5'8"", blue jeans",23,2025-05-11,18-24,Bicycle theft,No,E11 2GX
S1494,Helen Thompson,"male, 5'8"", baseball cap",15,2025-06-09,25-34,Theft from the person,No,KT1 9FS
S0159,Carol Smith,"female, 5'5"", leather jacket",6,2025-07-10,35-44,Bicycle theft,Yes,N7 8NJ
S0045,Helen Nelson,"male, 5'11"", red jacket",16,2025-07-10,35-44,Theft from the person,Yes,EN1 4XR
